url_length,uses_ip,num_dots,protocol,num_subdomains,domain_age_days,dns_valid,whois_info_exists,has_iframe,has_obfuscated_js,label
63,0,2,0,1,-1,0,0,0,0,0
68,0,4,1,3,-1,0,0,-1,-1,1
46,0,1,1,0,-1,0,0,-1,-1,1
101,0,2,1,1,-1,0,0,0,0,0
63,0,2,0,1,-1,0,0,1,0,0
114,0,2,1,1,-1,0,0,0,0,0
49,0,1,1,0,-1,0,0,0,0,1
56,0,2,1,0,-1,0,0,1,0,0
28,0,2,1,1,-1,0,0,0,0,1
100,0,4,1,2,-1,0,0,-1,-1,1
84,0,3,1,2,-1,0,0,-1,-1,1
67,0,4,0,3,-1,0,0,-1,-1,1
74,0,2,0,0,-1,0,0,-1,-1,1
52,0,3,0,1,-1,0,0,0,0,0
33,0,3,1,1,-1,0,0,0,0,0
103,0,1,1,0,-1,0,0,0,0,0
96,0,2,1,0,-1,0,0,-1,-1,1
34,0,2,0,1,-1,0,0,-1,-1,1
50,0,2,0,1,-1,0,0,0,0,0
21,0,1,1,0,-1,0,0,-1,-1,1
118,0,1,0,0,-1,0,0,0,0,1
32,0,1,1,0,-1,0,0,0,1,0
50,0,2,0,1,-1,0,0,0,0,0
64,0,3,0,1,-1,0,0,0,0,0
95,0,3,1,1,-1,0,0,-1,-1,1
91,0,2,1,1,-1,0,0,0,0,0
67,0,4,0,3,-1,0,0,-1,-1,1
338,0,4,1,1,-1,0,0,0,0,1
29,0,3,0,1,-1,0,0,0,0,0
84,0,3,1,2,-1,0,0,-1,-1,1
78,0,3,1,1,-1,0,0,0,0,0
22,0,1,1,0,-1,0,0,0,0,1
52,0,3,0,1,-1,0,0,0,0,0
62,0,1,1,0,-1,0,0,1,0,0
28,0,2,0,1,-1,0,0,0,0,1
51,0,2,1,1,-1,0,0,0,0,0
63,0,3,0,1,-1,0,0,-1,-1,1
27,0,2,1,1,-1,0,0,-1,-1,1
39,0,3,1,0,-1,0,0,-1,-1,1
61,0,2,1,1,-1,0,0,0,0,0
90,0,1,1,0,-1,0,0,-1,-1,1
64,0,3,0,1,-1,0,0,0,0,0
45,0,3,0,1,-1,0,0,-1,-1,1
58,0,3,1,1,-1,0,0,0,0,0
84,0,2,0,1,-1,0,0,-1,-1,1
32,0,2,1,0,-1,0,0,-1,-1,1
23,0,2,1,0,-1,0,0,-1,-1,1
70,0,2,1,1,-1,0,0,0,0,0
45,0,2,1,1,-1,0,0,1,0,0
41,0,1,1,0,-1,0,0,1,0,0
23,0,1,0,0,-1,0,0,1,0,0
45,0,2,1,0,-1,0,0,1,0,0
74,0,4,1,3,-1,0,0,-1,-1,1
53,0,3,0,1,-1,0,0,0,0,0
36,0,2,1,1,-1,0,0,0,0,0
80,0,4,1,3,-1,0,0,-1,-1,1
39,0,2,0,0,-1,0,0,-1,-1,1
68,0,4,1,3,-1,0,0,-1,-1,1
67,0,1,1,0,-1,0,0,0,0,0
58,0,2,1,1,-1,0,0,0,0,0
99,0,2,1,1,-1,0,0,-1,-1,1
45,0,3,0,1,-1,0,0,0,0,0
57,0,3,0,1,-1,0,0,0,0,0
61,0,2,0,1,-1,0,0,1,0,0
109,0,2,1,1,-1,0,0,0,0,0
35,0,1,0,0,-1,0,0,-1,-1,1
119,0,1,1,0,-1,0,0,0,0,0
28,0,1,0,0,-1,0,0,1,0,0
29,0,1,1,0,-1,0,0,-1,-1,1
75,0,3,1,1,-1,0,0,0,0,1
33,0,1,1,0,-1,0,0,0,1,0
59,0,5,0,1,-1,0,0,0,0,1
34,0,1,1,0,-1,0,0,0,1,0
33,0,1,1,0,-1,0,0,0,1,0
54,0,2,1,1,-1,0,0,0,0,0
64,0,3,0,1,-1,0,0,0,0,0
247,0,2,1,0,-1,0,0,-1,-1,1
17,0,1,0,0,-1,0,0,0,0,0
37,0,2,1,0,-1,0,0,0,0,0
35,0,2,1,0,-1,0,0,-1,-1,1
42,0,2,0,1,-1,0,0,0,0,1
36,0,2,1,1,-1,0,0,0,0,0
45,0,3,0,1,-1,0,0,0,0,0
30,0,3,0,2,-1,0,0,0,0,1
33,0,2,1,1,-1,0,0,0,0,1
318,0,3,1,1,-1,0,0,0,0,1
69,0,3,0,1,-1,0,0,0,0,0
49,0,2,0,1,-1,0,0,-1,-1,1
195,0,1,1,0,-1,0,0,-1,-1,0
216,0,2,0,0,-1,0,0,0,0,1
51,0,2,1,1,-1,0,0,0,0,0
49,1,4,0,0,-1,0,0,0,0,1
36,0,1,1,0,-1,0,0,-1,-1,1
28,0,1,1,0,-1,0,0,1,0,0
119,0,4,0,0,-1,0,0,0,0,1
63,0,2,0,1,-1,0,0,1,0,0
42,0,1,0,0,-1,0,0,0,0,1
68,0,4,1,3,-1,0,0,-1,-1,1
59,0,2,1,1,-1,0,0,0,0,0
96,0,2,1,1,-1,0,0,0,0,0
43,0,1,1,0,-1,0,0,0,1,0
52,0,3,0,1,-1,0,0,0,0,0
59,0,2,0,1,-1,0,0,1,0,0
65,0,3,1,1,-1,0,0,0,0,0
34,0,1,0,0,-1,0,0,-1,-1,1
55,0,2,1,0,-1,0,0,1,0,0
41,0,3,0,2,-1,0,0,-1,-1,1
155,0,1,1,0,-1,0,0,0,0,0
67,0,4,0,3,-1,0,0,-1,-1,1
77,0,1,1,0,-1,0,0,0,0,0
55,0,3,0,1,-1,0,0,0,0,0
55,0,2,1,0,-1,0,0,1,0,0
53,0,3,0,1,-1,0,0,0,0,0
53,0,3,0,1,-1,0,0,0,0,0
97,0,2,0,0,-1,0,0,0,0,1
132,0,3,1,1,-1,0,0,0,0,1
80,0,2,1,1,-1,0,0,0,0,1
97,0,2,1,1,-1,0,0,0,0,0
61,0,3,0,1,-1,0,0,0,0,0
108,0,2,1,1,-1,0,0,0,0,1
19,0,1,1,0,-1,0,0,0,0,0
44,0,3,0,1,-1,0,0,0,0,0
54,0,2,1,1,-1,0,0,-1,-1,1
53,0,3,0,1,-1,0,0,0,0,0
79,0,3,0,1,-1,0,0,0,0,1
80,0,4,1,3,-1,0,0,-1,-1,1
37,0,2,1,0,-1,0,0,0,0,0
60,0,2,0,0,-1,0,0,0,0,1
62,0,3,0,1,-1,0,0,0,0,0
59,0,14,1,1,-1,0,0,0,0,1
34,0,1,0,0,-1,0,0,-1,-1,1
127,0,5,0,0,-1,0,0,-1,-1,1
66,0,3,1,1,-1,0,0,-1,-1,1
62,0,3,0,1,-1,0,0,0,0,1
61,0,2,1,1,-1,0,0,0,0,0
48,0,2,1,1,-1,0,0,0,0,1
34,0,1,0,0,-1,0,0,-1,-1,1
45,0,2,1,1,-1,0,0,-1,-1,1
69,0,2,1,1,-1,0,0,0,0,0
123,0,2,1,1,-1,0,0,-1,-1,1
68,0,4,1,3,-1,0,0,-1,-1,1
22,0,1,0,0,-1,0,0,-1,-1,0
46,0,2,1,1,-1,0,0,0,1,0
33,0,1,1,0,-1,0,0,-1,-1,1
39,0,1,1,0,-1,0,0,-1,-1,1
53,0,2,1,0,-1,0,0,1,0,0
33,0,1,1,0,-1,0,0,0,1,0
50,0,2,1,1,-1,0,0,-1,-1,1
47,0,1,1,0,-1,0,0,-1,-1,1
44,0,1,1,0,-1,0,0,0,0,1
79,0,3,1,2,-1,0,0,-1,-1,1
243,0,2,0,0,-1,0,0,-1,-1,1
43,0,1,1,0,-1,0,0,0,1,0
407,0,1,1,0,-1,0,0,0,0,1
34,0,2,1,1,-1,0,0,0,0,0
84,0,2,1,1,-1,0,0,-1,-1,1
63,0,2,0,1,-1,0,0,1,0,0
52,0,3,0,1,-1,0,0,0,0,0
37,0,2,1,0,-1,0,0,0,0,0
252,0,15,0,1,-1,0,0,-1,-1,1
100,0,2,0,1,-1,0,0,0,0,0
91,0,3,1,1,-1,0,0,-1,-1,1
55,0,3,1,1,-1,0,0,0,0,0
65,0,3,1,1,-1,0,0,0,0,0
43,0,2,1,1,-1,0,0,1,0,0
25,0,1,1,0,-1,0,0,-1,-1,1
60,0,2,1,0,-1,0,0,1,0,0
53,0,3,0,1,-1,0,0,0,0,0
66,0,3,0,1,-1,0,0,0,0,0
25,0,1,1,0,-1,0,0,-1,-1,1
198,0,2,1,0,-1,0,0,-1,-1,1
30,0,2,1,1,-1,0,0,-1,-1,1
40,0,3,1,1,-1,0,0,0,0,0
43,0,3,1,1,-1,0,0,0,0,0
21,0,1,1,0,-1,0,0,0,0,1
38,0,2,1,1,-1,0,0,0,0,0
31,0,1,1,0,-1,0,0,0,0,1
38,0,1,1,0,-1,0,0,0,0,1
37,0,2,1,0,-1,0,0,0,0,0
37,0,2,1,1,-1,0,0,0,0,0
51,0,3,0,1,-1,0,0,0,0,0
37,0,2,1,0,-1,0,0,0,0,0
64,0,2,0,1,-1,0,0,0,0,0
279,0,3,1,1,-1,0,0,0,0,1
82,0,2,0,1,-1,0,0,0,0,0
95,0,2,1,1,-1,0,0,0,0,0
44,0,1,0,0,-1,0,0,-1,-1,1
45,0,3,0,1,-1,0,0,0,0,0
37,0,2,1,1,-1,0,0,0,0,0
23,0,1,0,0,-1,0,0,0,0,1
50,0,3,0,1,-1,0,0,0,0,0
33,0,1,1,0,-1,0,0,0,1,0
35,0,2,1,1,-1,0,0,1,0,0
67,0,4,0,3,-1,0,0,-1,-1,1
48,0,3,1,1,-1,0,0,0,0,0
33,0,2,1,1,-1,0,0,0,0,0
41,1,4,0,0,-1,0,0,-1,-1,1
282,0,3,1,1,-1,0,0,0,0,1
23,0,1,1,0,-1,0,0,0,0,1
28,0,1,0,0,-1,0,0,-1,-1,1
142,0,2,1,1,-1,0,0,0,0,1
27,0,1,0,0,-1,0,0,-1,-1,1
63,0,1,0,0,-1,0,0,0,0,1
162,0,2,1,1,-1,0,0,0,0,0
39,0,2,1,0,-1,0,0,0,0,1
33,0,2,1,1,-1,0,0,-1,-1,1
77,0,1,1,0,-1,0,0,1,0,0
124,0,1,1,0,-1,0,0,-1,-1,1
129,0,2,1,1,-1,0,0,0,0,0
26,0,1,1,0,-1,0,0,-1,-1,0
44,0,2,1,1,-1,0,0,1,0,0
114,0,2,1,1,-1,0,0,-1,-1,1
113,0,2,1,1,-1,0,0,-1,-1,1
34,0,1,0,0,-1,0,0,-1,-1,1
63,0,2,0,1,-1,0,0,1,0,0
73,0,3,1,1,-1,0,0,0,0,0
39,0,1,1,0,-1,0,0,0,0,0
154,0,4,0,0,-1,0,0,-1,-1,1
55,0,1,1,0,-1,0,0,1,0,0
59,0,2,0,1,-1,0,0,1,0,0
106,0,2,1,0,-1,0,0,0,0,1
137,0,2,1,1,-1,0,0,0,0,0
100,0,1,1,0,-1,0,0,1,0,1
168,0,2,1,1,-1,0,0,-1,-1,1
92,0,2,1,1,-1,0,0,0,0,0
52,0,3,0,1,-1,0,0,0,0,0
35,0,2,1,0,-1,0,0,0,0,0
22,0,2,1,1,-1,0,0,0,0,1
62,0,3,0,1,-1,0,0,0,0,0
61,0,3,1,1,-1,0,0,0,0,0
55,0,3,0,1,-1,0,0,0,0,0
35,0,3,1,2,-1,0,0,-1,-1,1
55,0,2,1,0,-1,0,0,-1,-1,1
71,0,2,1,1,-1,0,0,0,0,0
57,0,3,1,1,-1,0,0,1,0,0
34,0,1,1,0,-1,0,0,-1,-1,1
63,0,2,0,1,-1,0,0,1,0,0
24,0,1,0,0,-1,0,0,1,0,0
115,0,4,0,0,-1,0,0,0,1,1
296,0,3,1,1,-1,0,0,0,0,1
43,0,1,1,0,-1,0,0,0,1,0
56,0,2,1,1,-1,0,0,0,0,0
50,0,1,1,0,-1,0,0,0,1,0
60,0,2,0,1,-1,0,0,1,0,0
44,0,2,1,1,-1,0,0,0,1,0
33,0,1,1,0,-1,0,0,0,1,0
53,0,3,0,1,-1,0,0,0,0,0
44,0,4,1,3,-1,0,0,-1,-1,1
39,0,3,1,2,-1,0,0,-1,-1,1
26,0,2,0,0,-1,0,0,-1,-1,0
81,0,3,0,1,-1,0,0,-1,-1,1
33,0,1,1,0,-1,0,0,0,1,0
138,0,2,0,0,-1,0,0,-1,-1,1
53,0,3,0,1,-1,0,0,0,0,0
25,0,2,1,1,-1,0,0,-1,-1,1
45,0,2,1,0,-1,0,0,-1,-1,1
32,0,1,1,0,-1,0,0,0,1,0
45,0,5,1,4,-1,0,0,-1,-1,1
38,0,1,0,0,-1,0,0,-1,-1,1
35,0,3,1,2,-1,0,0,-1,-1,1
21,0,1,1,0,-1,0,0,1,0,1
40,0,3,1,1,-1,0,0,0,0,0
79,0,2,1,1,-1,0,0,0,1,0
32,0,3,0,1,-1,0,0,0,0,0
39,0,1,0,0,-1,0,0,-1,-1,1
174,0,6,1,1,-1,0,0,-1,-1,1
63,0,2,0,1,-1,0,0,1,0,0
35,0,1,0,0,-1,0,0,-1,-1,1
43,0,3,1,1,-1,0,0,0,0,0
27,0,3,0,1,-1,0,0,0,0,0
37,0,1,1,0,-1,0,0,0,1,0
48,0,3,1,0,-1,0,0,-1,-1,1
55,0,2,1,1,-1,0,0,-1,-1,1
32,0,1,1,0,-1,0,0,0,1,0
45,0,2,1,1,-1,0,0,0,0,1
33,0,1,0,0,-1,0,0,0,0,0
17,0,1,0,0,-1,0,0,0,0,0
90,0,2,0,0,-1,0,0,-1,-1,1
37,0,3,0,1,-1,0,0,0,0,0
150,0,1,1,0,-1,0,0,0,0,0
58,0,3,0,1,-1,0,0,0,0,0
72,0,4,1,3,-1,0,0,-1,-1,1
22,0,1,0,0,-1,0,0,1,0,0
131,0,5,0,4,-1,0,0,0,0,1
52,0,3,0,1,-1,0,0,0,0,0
76,0,3,1,1,-1,0,0,0,0,0
64,0,2,0,1,-1,0,0,1,0,0
118,0,2,1,1,-1,0,0,0,0,1
20,0,1,1,0,-1,0,0,0,0,1
19,0,1,0,0,-1,0,0,-1,-1,1
37,0,1,1,0,-1,0,0,0,0,1
26,0,1,1,0,-1,0,0,0,0,1
29,0,1,0,0,-1,0,0,1,0,0
52,0,3,0,1,-1,0,0,0,0,0
63,0,3,1,0,-1,0,0,0,0,1
27,0,1,0,0,-1,0,0,0,0,0
63,0,2,0,1,-1,0,0,1,0,0
153,0,2,1,1,-1,0,0,-1,-1,1
36,0,1,1,0,-1,0,0,-1,-1,1
73,0,3,0,1,-1,0,0,0,0,0
86,0,5,0,0,-1,0,0,0,0,1
28,0,1,0,0,-1,0,0,1,0,0
296,0,3,1,1,-1,0,0,0,0,1
41,0,3,1,2,-1,0,0,-1,-1,1
39,0,2,1,0,-1,0,0,0,0,1
132,0,3,1,1,-1,0,0,0,0,1
43,0,2,1,0,-1,0,0,0,0,0
100,0,2,1,1,-1,0,0,0,0,0
94,0,2,1,1,-1,0,0,0,0,0
41,0,3,1,1,-1,0,0,0,0,1
29,0,1,1,0,-1,0,0,0,0,0
32,0,1,0,0,-1,0,0,0,1,0
50,0,3,1,1,-1,0,0,0,0,0
33,0,1,1,0,-1,0,0,0,1,0
53,0,3,0,1,-1,0,0,0,0,0
45,0,2,1,1,-1,0,0,0,0,0
20,0,1,1,0,-1,0,0,1,0,0
206,0,2,0,0,-1,0,0,-1,-1,1
41,0,1,1,0,-1,0,0,-1,-1,0
45,0,4,1,2,-1,0,0,-1,-1,1
22,0,1,0,0,-1,0,0,1,0,0
27,0,1,0,0,-1,0,0,1,0,0
246,0,1,0,0,-1,0,0,1,0,1
20,0,1,1,0,-1,0,0,1,0,0
176,0,1,1,0,-1,0,0,0,0,0
27,0,1,0,0,-1,0,0,0,0,1
37,0,3,1,1,-1,0,0,0,0,0
51,0,2,0,0,-1,0,0,-1,-1,1
147,0,3,0,1,-1,0,0,-1,-1,1
63,0,3,1,1,-1,0,0,0,0,0
18,0,1,0,0,-1,0,0,-1,-1,1
63,0,2,0,1,-1,0,0,0,0,0
53,0,2,1,0,-1,0,0,1,0,0
37,0,4,1,3,-1,0,0,-1,-1,1
33,0,1,1,0,-1,0,0,0,1,0
64,0,2,0,1,-1,0,0,1,0,0
53,0,3,0,1,-1,0,0,0,0,0
48,0,4,0,3,-1,0,0,-1,-1,1
47,0,1,0,0,-1,0,0,-1,-1,1
40,0,3,1,1,-1,0,0,0,0,0
70,0,2,1,1,-1,0,0,0,0,0
32,0,1,1,0,-1,0,0,0,1,0
67,0,3,0,1,-1,0,0,0,0,0
30,0,2,1,1,-1,0,0,0,0,1
38,0,2,1,1,-1,0,0,0,0,1
22,0,1,0,0,-1,0,0,-1,-1,1
111,0,3,1,1,-1,0,0,-1,-1,1
72,0,2,1,0,-1,0,0,0,0,1
68,0,4,1,3,-1,0,0,-1,-1,1
52,0,3,0,1,-1,0,0,0,0,0
139,0,2,1,1,-1,0,0,-1,-1,1
37,0,2,1,1,-1,0,0,0,0,0
30,0,1,1,0,-1,0,0,0,0,0
138,0,5,0,4,-1,0,0,-1,-1,1
51,0,1,1,0,-1,0,0,0,0,0
57,0,2,1,0,-1,0,0,-1,-1,1
301,0,3,1,1,-1,0,0,0,0,1
29,0,2,1,0,-1,0,0,0,0,0
524,0,4,1,1,-1,0,0,0,0,1
38,0,3,1,0,-1,0,0,0,0,1
63,0,3,0,1,-1,0,0,0,0,0
19,0,2,0,1,-1,0,0,-1,-1,1
54,0,2,1,1,-1,0,0,-1,-1,1
33,0,2,1,1,-1,0,0,1,0,0
32,0,1,1,0,-1,0,0,0,1,0
28,0,2,0,1,-1,0,0,-1,-1,1
57,0,3,1,1,-1,0,0,0,0,0
118,0,2,1,1,-1,0,0,0,0,0
60,0,3,1,1,-1,0,0,0,0,0
58,0,2,1,1,-1,0,0,0,0,0
58,0,3,0,0,-1,0,0,0,0,1
